filename,dateobs,exptime,blkuid,moluid,objects
/archive/engineering/lsc/nres01/20180101/raw/lscnrs01-fl09-20180101-0035-e00.fits.fz,2018-01-02T03:31:12.094,766.613,209768306,464557253,KS18C14487_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180101/raw/lscnrs01-fl09-20180101-0027-e00.fits.fz,2018-01-02T01:16:15.962,120.0,209738957,464506826,HR1208&thar&none
/archive/engineering/lsc/nres01/20180101/raw/lscnrs01-fl09-20180101-0029-e00.fits.fz,2018-01-02T01:29:42.792,120.0,209742206,464512427,HR591&thar&none
/archive/engineering/lsc/nres01/20180101/raw/lscnrs01-fl09-20180101-0025-e00.fits.fz,2018-01-02T00:59:17.558,120.0,209738969,464506838,HR591&thar&none
/archive/engineering/lsc/nres01/20180101/raw/lscnrs01-fl09-20180101-0032-e00.fits.fz,2018-01-02T02:06:51.502,120.0,209748779,464523434,HR98&thar&none
/archive/engineering/lsc/nres01/20180101/raw/lscnrs01-fl09-20180101-0028-e00.fits.fz,2018-01-02T01:25:16.062,120.0,209742206,464512427,HR591&thar&none
/archive/engineering/lsc/nres01/20180101/raw/lscnrs01-fl09-20180101-0030-e00.fits.fz,2018-01-02T01:43:53.752,600.0,209745455,464517914,HR9087&thar&none
/archive/engineering/lsc/nres01/20180101/raw/lscnrs01-fl09-20180101-0026-e00.fits.fz,2018-01-02T01:11:49.043,120.0,209738957,464506826,HR1208&thar&none
/archive/engineering/lsc/nres01/20180101/raw/lscnrs01-fl09-20180101-0024-e00.fits.fz,2018-01-02T00:54:50.707,120.0,209738969,464506838,HR591&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0031-e00.fits.fz,2018-01-04T04:12:01.028,498.26,210356930,465541148,HD75732_engr&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0037-e00.fits.fz,2018-01-04T07:09:45.543,435.878,210399500,465608237,HD117176_engr&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0028-e00.fits.fz,2018-01-04T03:00:50.994,432.808,210338870,465513155,HD69897_engr&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0041-e00.fits.fz,2018-01-04T08:35:21.504,521.171,210411245,465626954,HD136202_engr&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0026-e00.fits.fz,2018-01-04T02:34:33.163,120.0,210334148,465505850,HR509&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0036-e00.fits.fz,2018-01-04T05:56:20.881,444.287,210379766,465576743,HD49933_engr&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0030-e00.fits.fz,2018-01-04T03:46:57.792,1043.089,210352964,465534854,BD+01  2447_engr&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0029-e00.fits.fz,2018-01-04T03:20:20.731,472.854,210349013,465528578,HD49933_engr&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0038-e00.fits.fz,2018-01-04T07:26:39.730,900.0,210403352,465614417,HD115383&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0032-e00.fits.fz,2018-01-04T04:29:42.686,499.69,210357221,465541439,HD49933_engr&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0039-e00.fits.fz,2018-01-04T07:44:06.344,900.0,210403352,465614417,HD115383&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0034-e00.fits.fz,2018-01-04T05:22:02.677,900.0,210370292,465562010,HD104222&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0040-e00.fits.fz,2018-01-04T08:15:21.983,502.145,210407285,465620681,GJ570_engr&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0018-e00.fits.fz,2018-01-04T00:55:46.104,984.27,210307307,465464018,HR8783_engr&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0019-e00.fits.fz,2018-01-04T01:20:13.176,120.0,210311636,465470876,HR509&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0022-e00.fits.fz,2018-01-04T01:45:36.273,600.0,210320435,465484586,HR9087&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0024-e00.fits.fz,2018-01-04T02:15:50.979,400.0,210329558,465498767,HR1544&thar&none
/archive/engineering/lsc/nres01/20180103/raw/lscnrs01-fl09-20180103-0033-e00.fits.fz,2018-01-04T04:45:21.647,1119.567,210360983,465547481,CD-57  1654_engr&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0038-e00.fits.fz,2018-01-05T04:34:21.817,900.0,210677717,466040606,HD53270&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0049-e00.fits.fz,2018-01-05T07:56:58.799,900.0,210727388,466117610,HD49933&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0023-e00.fits.fz,2018-01-05T01:22:02.857,120.0,210634931,465975386,HR1208&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0033-e00.fits.fz,2018-01-05T02:51:56.380,1101.513,210651200,466000049,CD-84    80_engr&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0051-e00.fits.fz,2018-01-05T08:36:54.547,455.123,210737495,466133243,HD49933_engr&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0034-e00.fits.fz,2018-01-05T03:19:22.200,460.993,210660011,466013510,HD48737_engr&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0022-e00.fits.fz,2018-01-05T00:56:57.113,915.922,210631133,465969470,HD217107_engr&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0047-e00.fits.fz,2018-01-05T07:20:57.677,900.0,210717476,466102178,HD53270&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0025-e00.fits.fz,2018-01-05T01:37:19.953,600.0,210634928,465975383,HR9087&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0035-e00.fits.fz,2018-01-05T03:35:00.735,1124.573,210664664,466020515,V* AN Sex_engr&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0029-e00.fits.fz,2018-01-05T02:16:40.347,120.0,210642944,465987596,HR509&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0036-e00.fits.fz,2018-01-05T04:01:23.933,499.418,210669131,466027328,psi Phe_engr&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0027-e00.fits.fz,2018-01-05T02:06:17.487,120.0,210638753,465981218,HR1208&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0037-e00.fits.fz,2018-01-05T04:17:43.857,478.986,210673322,466033856,HD38858_engr&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0031-e00.fits.fz,2018-01-05T02:28:45.013,400.0,210647132,465993983,HR1544&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0040-e00.fits.fz,2018-01-05T05:13:52.145,370.62,210686534,466054169,HD38529_engr&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0045-e00.fits.fz,2018-01-05T06:55:08.590,600.0,210708230,466087685,HD49933&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0030-e00.fits.fz,2018-01-05T02:21:07.023,120.0,210642944,465987596,HR509&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0041-e00.fits.fz,2018-01-05T05:30:02.524,900.0,210690941,466060949,HD49933&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0032-e00.fits.fz,2018-01-05T02:37:51.918,400.0,210647132,465993983,HR1544&thar&none
/archive/engineering/lsc/nres01/20180104/raw/lscnrs01-fl09-20180104-0043-e00.fits.fz,2018-01-05T06:10:49.941,900.0,210703982,466081085,HD53270&thar&none
/archive/engineering/lsc/nres01/20180105/raw/lscnrs01-fl09-20180105-0031-e00.fits.fz,2018-01-06T03:11:07.506,900.0,211008686,466552355,HD53270&thar&none
/archive/engineering/lsc/nres01/20180105/raw/lscnrs01-fl09-20180105-0030-e00.fits.fz,2018-01-06T02:53:40.432,900.0,211008686,466552355,HD53270&thar&none
/archive/engineering/lsc/nres01/20180105/raw/lscnrs01-fl09-20180105-0032-e00.fits.fz,2018-01-06T03:47:16.877,900.0,211016879,466564694,HD49933&thar&none
/archive/engineering/lsc/nres01/20180105/raw/lscnrs01-fl09-20180105-0033-e00.fits.fz,2018-01-06T04:04:43.213,900.0,211016879,466564694,HD49933&thar&none
/archive/engineering/lsc/nres01/20180105/raw/lscnrs01-fl09-20180105-0034-e00.fits.fz,2018-01-06T06:54:25.081,600.0,211064453,466637558,HD49933&thar&none
/archive/engineering/lsc/nres01/20180105/raw/lscnrs01-fl09-20180105-0024-e00.fits.fz,2018-01-06T00:55:23.644,600.0,210984293,466515614,HR9087&thar&none
/archive/engineering/lsc/nres01/20180105/raw/lscnrs01-fl09-20180105-0035-e00.fits.fz,2018-01-06T07:06:53.450,600.0,211064453,466637558,HD49933&thar&none
/archive/engineering/lsc/nres01/20180105/raw/lscnrs01-fl09-20180105-0025-e00.fits.fz,2018-01-06T01:07:51.189,600.0,210984293,466515614,HR9087&thar&none
/archive/engineering/lsc/nres01/20180105/raw/lscnrs01-fl09-20180105-0026-e00.fits.fz,2018-01-06T01:43:49.390,120.0,210996044,466533104,HR1208&thar&none
/archive/engineering/lsc/nres01/20180105/raw/lscnrs01-fl09-20180105-0027-e00.fits.fz,2018-01-06T01:48:15.062,120.0,210996044,466533104,HR1208&thar&none
/archive/engineering/lsc/nres01/20180105/raw/lscnrs01-fl09-20180105-0028-e00.fits.fz,2018-01-06T02:08:56.631,600.0,210996041,466533101,HD49933&thar&none
/archive/engineering/lsc/nres01/20180105/raw/lscnrs01-fl09-20180105-0029-e00.fits.fz,2018-01-06T02:21:23.720,600.0,210996041,466533101,HD49933&thar&none
/archive/engineering/lsc/nres01/20180106/raw/lscnrs01-fl09-20180106-0033-e00.fits.fz,2018-01-07T03:53:54.870,900.0,211339151,467062514,HD49933&thar&none
/archive/engineering/lsc/nres01/20180106/raw/lscnrs01-fl09-20180106-0032-e00.fits.fz,2018-01-07T03:36:27.810,900.0,211339151,467062514,HD49933&thar&none
/archive/engineering/lsc/nres01/20180106/raw/lscnrs01-fl09-20180106-0034-e00.fits.fz,2018-01-07T06:54:16.786,600.0,211379840,467123699,HD49933&thar&none
/archive/engineering/lsc/nres01/20180106/raw/lscnrs01-fl09-20180106-0035-e00.fits.fz,2018-01-07T07:06:43.573,600.0,211379840,467123699,HD49933&thar&none
/archive/engineering/lsc/nres01/20180106/raw/lscnrs01-fl09-20180106-0024-e00.fits.fz,2018-01-07T00:56:06.827,600.0,211310006,467019317,HR9087&thar&none
/archive/engineering/lsc/nres01/20180106/raw/lscnrs01-fl09-20180106-0025-e00.fits.fz,2018-01-07T01:08:33.134,600.0,211310006,467019317,HR9087&thar&none
/archive/engineering/lsc/nres01/20180106/raw/lscnrs01-fl09-20180106-0026-e00.fits.fz,2018-01-07T01:36:41.543,400.0,211313990,467025206,HR1544&thar&none
/archive/engineering/lsc/nres01/20180106/raw/lscnrs01-fl09-20180106-0027-e00.fits.fz,2018-01-07T01:45:49.052,400.0,211313990,467025206,HR1544&thar&none
/archive/engineering/lsc/nres01/20180106/raw/lscnrs01-fl09-20180106-0028-e00.fits.fz,2018-01-07T02:09:33.228,600.0,211322324,467037470,HD49933&thar&none
/archive/engineering/lsc/nres01/20180106/raw/lscnrs01-fl09-20180106-0029-e00.fits.fz,2018-01-07T02:21:59.832,600.0,211322324,467037470,HD49933&thar&none
/archive/engineering/lsc/nres01/20180106/raw/lscnrs01-fl09-20180106-0030-e00.fits.fz,2018-01-07T02:47:36.893,900.0,211331006,467050424,HD53270&thar&none
/archive/engineering/lsc/nres01/20180106/raw/lscnrs01-fl09-20180106-0031-e00.fits.fz,2018-01-07T03:05:03.286,900.0,211331006,467050424,HD53270&thar&none
/archive/engineering/lsc/nres01/20180107/raw/lscnrs01-fl09-20180107-0024-e00.fits.fz,2018-01-08T02:27:10.154,120.0,211624715,467504693,HR509&thar&none
/archive/engineering/lsc/nres01/20180107/raw/lscnrs01-fl09-20180107-0025-e00.fits.fz,2018-01-08T02:31:37.579,120.0,211624715,467504693,HR509&thar&none
/archive/engineering/lsc/nres01/20180107/raw/lscnrs01-fl09-20180107-0026-e00.fits.fz,2018-01-08T07:19:06.125,600.0,211684556,467596802,HD49933&thar&none
/archive/engineering/lsc/nres01/20180107/raw/lscnrs01-fl09-20180107-0027-e00.fits.fz,2018-01-08T07:31:32.116,600.0,211684556,467596802,HD49933&thar&none
/archive/engineering/lsc/nres01/20180107/raw/lscnrs01-fl09-20180107-0028-e00.fits.fz,2018-01-08T07:56:16.087,900.0,211693289,467610146,HD53270&thar&none
/archive/engineering/lsc/nres01/20180107/raw/lscnrs01-fl09-20180107-0029-e00.fits.fz,2018-01-08T08:13:42.621,900.0,211693289,467610146,HD53270&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0033-e00.fits.fz,2018-01-09T03:52:35.574,900.0,211927847,467979932,HD49933&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0032-e00.fits.fz,2018-01-09T03:35:08.013,900.0,211927847,467979932,HD49933&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0034-e00.fits.fz,2018-01-09T04:26:31.169,142.601,211941143,468000773,HD38858_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0035-e00.fits.fz,2018-01-09T04:40:02.128,370.62,211941134,468000764,HD53270_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0036-e00.fits.fz,2018-01-09T04:57:09.604,803.08,211941128,468000758,HD104222_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0037-e00.fits.fz,2018-01-09T05:34:21.280,1710.625,211949936,468014189,KS21C003449_engr&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0042-e00.fits.fz,2018-01-09T07:21:48.017,400.0,211973972,468050636,HR3454&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0041-e00.fits.fz,2018-01-09T07:12:41.234,400.0,211973972,468050636,HR3454&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0043-e00.fits.fz,2018-01-09T07:43:38.846,747.057,211978529,468057488,BD093070_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0044-e00.fits.fz,2018-01-09T08:06:29.720,900.0,211983158,468064517,HD84937&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0045-e00.fits.fz,2018-01-09T08:23:56.713,900.0,211983158,468064517,HD84937&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0024-e00.fits.fz,2018-01-09T00:54:59.173,600.0,211892990,467927765,HR9087&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0025-e00.fits.fz,2018-01-09T01:07:27.397,600.0,211892990,467927765,HR9087&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0026-e00.fits.fz,2018-01-09T01:32:04.258,600.0,211901783,467940923,HD49933&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0027-e00.fits.fz,2018-01-09T01:44:31.849,600.0,211901783,467940923,HD49933&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0028-e00.fits.fz,2018-01-09T02:16:08.156,400.0,211906091,467947340,HR3454&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0029-e00.fits.fz,2018-01-09T02:25:14.703,400.0,211906091,467947340,HR3454&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0030-e00.fits.fz,2018-01-09T02:47:22.035,900.0,211914866,467960498,HD53270&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0031-e00.fits.fz,2018-01-09T03:04:49.159,900.0,211914866,467960498,HD53270&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0038-e00.fits.fz,2018-01-09T06:10:55.363,162.504,211959581,468028778,HD38529_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0039-e00.fits.fz,2018-01-09T06:21:50.567,154.086,211964390,468036062,HD49933_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180108/raw/lscnrs01-fl09-20180108-0040-e00.fits.fz,2018-01-09T06:32:49.514,1842.285,211969202,468043358,M35_HD41996_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0033-e00.fits.fz,2018-01-10T03:14:36.412,794.36,212269595,468515609,KS18C14487_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0032-e00.fits.fz,2018-01-10T03:04:46.091,38.813,212269592,468515606,GJ144_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0034-e00.fits.fz,2018-01-10T03:40:57.882,112.93,212269589,468515603,27_Tau_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0035-e00.fits.fz,2018-01-10T03:59:44.355,363.589,212279777,468531497,HD53270_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0036-e00.fits.fz,2018-01-10T04:13:22.250,1696.292,212284220,468538568,KS21C003449_engr&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0037-e00.fits.fz,2018-01-10T04:49:22.128,182.695,212293484,468553163,HD49933_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0042-e00.fits.fz,2018-01-10T06:32:11.486,900.0,212317826,468591380,HD49933&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0041-e00.fits.fz,2018-01-10T05:52:34.777,1835.505,212313620,468584681,M35_HD41996_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0043-e00.fits.fz,2018-01-10T06:49:37.206,900.0,212317826,468591380,HD49933&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0044-e00.fits.fz,2018-01-10T07:17:57.926,600.0,212327858,468607277,HD49933&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0045-e00.fits.fz,2018-01-10T07:30:24.304,600.0,212327858,468607277,HD49933&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0046-e00.fits.fz,2018-01-10T07:57:36.595,795.097,212341403,468628961,HD104222_bri_engr&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0047-e00.fits.fz,2018-01-10T08:20:14.810,400.0,212346659,468637286,HR3454&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0048-e00.fits.fz,2018-01-10T08:29:21.563,400.0,212346659,468637286,HR3454&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0024-e00.fits.fz,2018-01-10T00:55:17.190,600.0,212236145,468463583,HR9087&thar&none
/archive/engineering/lsc/nres01/20180109/raw/lscnrs01-fl09-20180109-0025-e00.fits.fz,2018-01-10T01:07:45.068,600.0,212236145,468463583,HR9087&thar&none
